city,tract,county,Total,White,Black,Native,Asian,Pacific Islander,Other,Two or More
 New York,86, Kings County,0,0,0,0,0,0,0,0
 New York,116, Kings County,3414,597,15,15,2651,0,134,2
 New York,117, Kings County,2608,1662,199,39,233,0,283,192
 New York,122, Kings County,5756,1245,15,7,2609,0,1751,129
 New York,129.01, Kings County,2641,1841,208,0,78,0,400,114
 New York,139, Kings County,3420,2414,433,0,227,0,171,175
 New York,145, Kings County,3848,2697,36,43,194,0,562,316
 New York,148, Kings County,1320,1161,0,0,139,0,13,7
 New York,162, Kings County,2204,1859,64,0,70,0,149,62
 New York,292, Kings County,2787,1420,94,0,968,0,252,53
 New York,296, Kings County,5898,2904,33,17,2203,0,363,378
 New York,304, Kings County,4106,1899,67,0,1779,0,89,272
 New York,306, Kings County,1702,772,7,0,767,0,131,25
 New York,319, Kings County,3128,1294,1668,0,38,0,56,72
 New York,349, Kings County,6113,604,4819,0,127,0,407,156
 New York,326, Kings County,7507,2080,2569,37,529,0,1734,558
 New York,337, Kings County,3920,1638,1792,63,133,0,116,178
 New York,342, Kings County,6270,2341,2478,0,151,0,1220,80
 New York,419, Kings County,3614,1430,877,42,75,0,1029,161
 New York,429, Kings County,5326,2349,298,0,292,0,2093,294
 New York,433, Kings County,4014,1235,871,31,172,19,1502,184
 New York,493, Kings County,7471,3418,1803,0,334,0,1579,337
 New York,494, Kings County,5607,3180,429,0,1216,0,390,392
 New York,498, Kings County,4268,1983,99,0,1431,0,467,288
 New York,507, Kings County,2867,2265,206,0,59,0,271,66
 New York,509, Kings County,5024,4499,277,0,0,11,202,35
 New York,512, Kings County,6103,1279,3565,0,61,0,899,299
 New York,513, Kings County,5406,3861,281,0,348,0,583,333
 New York,523, Kings County,5204,2990,339,182,363,8,1211,111
 New York,531, Kings County,9155,8740,53,0,116,0,235,11
 New York,534, Kings County,4577,2945,350,85,959,0,91,147
 New York,539, Kings County,2513,2202,67,0,22,0,212,10
 New York,545, Kings County,8529,6321,1180,0,58,0,577,393
 New York,566, Kings County,2876,1348,350,0,919,0,43,216
 New York,576, Kings County,3045,1440,77,0,1424,0,64,40
 New York,580, Kings County,4129,1938,231,0,1613,0,283,64
 New York,594.02, Kings County,5309,3791,75,0,1292,0,50,101
 New York,596, Kings County,2309,1870,204,0,97,0,22,116
 New York,622, Kings County,2842,2389,298,0,60,0,51,44
 New York,638, Kings County,1966,1403,109,8,431,0,14,1
 New York,350, Kings County,3017,2925,21,0,0,0,21,50
 New York,666, Kings County,0,0,0,0,0,0,0,0
 New York,377, Kings County,4482,464,3399,0,43,0,395,181
 New York,396, Kings County,2038,1684,0,105,57,134,53,5
 New York,408, Kings County,3548,1159,20,0,1736,0,585,48
 New York,192, Kings County,3076,1304,28,24,1425,0,248,47
 New York,194, Kings County,3889,1276,5,0,1969,0,631,8
 New York,204, Kings County,2111,1476,0,0,580,22,0,33
 New York,207, Kings County,4521,2705,1104,0,277,0,148,287
 New York,228, Kings County,3687,2598,54,0,814,0,191,30
 New York,1134, Kings County,3219,289,2398,0,41,0,478,13
 New York,1156, Kings County,3835,331,2894,29,16,0,477,88
 New York,1178, Kings County,1928,576,565,0,389,0,378,20
 New York,878, Kings County,2524,27,2406,6,0,0,36,49
 New York,882, Kings County,6365,458,5641,0,0,0,199,67
 New York,890, Kings County,5587,496,4855,0,0,0,137,99
 New York,894, Kings County,3082,167,2422,0,124,0,199,170
 New York,930, Kings County,3030,19,2901,0,14,0,25,71
 New York,962, Kings County,1864,102,1585,17,19,0,111,30
 New York,984, Kings County,2086,168,1904,0,14,0,0,0
 New York,414.01, Kings County,1612,1186,10,0,136,0,280,0
 New York,415, Kings County,4192,1177,1715,36,131,0,878,255
 New York,418, Kings County,2622,2129,77,0,113,0,238,65
 New York,431, Kings County,4936,2648,306,142,416,0,1361,63
 New York,438, Kings County,2716,2118,62,0,271,0,218,47
 New York,474, Kings County,2513,2491,0,0,0,0,0,22
 New York,477, Kings County,3761,2977,153,0,315,0,164,152
 New York,482, Kings County,5314,2517,339,14,2150,0,204,90
 New York,489, Kings County,3506,623,1618,94,35,0,990,146
 New York,490, Kings County,5373,3166,467,60,1163,0,197,320
 New York,497, Kings County,2882,2047,27,18,459,0,160,171
 New York,501, Kings County,3174,2344,105,76,212,0,385,52
 New York,514, Kings County,7942,1768,3315,95,863,0,1419,482
 New York,788, Kings County,3198,85,2780,23,62,0,113,135
 New York,352, Kings County,1114,745,207,0,49,0,105,8
 New York,365.01, Kings County,3254,30,2961,0,33,0,230,0
 New York,392, Kings County,3026,2582,35,0,282,0,127,0
 New York,367, Kings County,1333,147,829,0,63,0,275,19
 New York,370, Kings County,4322,2790,0,32,1432,0,53,15
 New York,387, Kings County,3991,902,2755,18,38,0,81,197
 New York,96, Kings County,6218,2553,230,0,1591,0,1672,172
 New York,102, Kings County,5142,854,23,0,3672,0,562,31
 New York,110, Kings County,2445,1203,34,0,778,0,349,81
 New York,134, Kings County,3976,2842,88,23,681,0,126,216
 New York,136, Kings County,3888,2941,37,0,619,0,165,126
 New York,149, Kings County,5888,4879,96,0,380,0,225,308
 New York,150, Kings County,1567,1197,3,0,297,0,55,15
 New York,153, Kings County,2678,2168,131,0,195,0,80,104
 New York,163, Kings County,3194,2294,411,0,232,0,101,156
 New York,184, Kings County,2769,1230,0,0,1422,0,26,91
 New York,187, Kings County,1623,723,331,0,129,0,192,248
 New York,190, Kings County,4635,1983,65,46,2037,0,504,0
 New York,195, Kings County,3787,2096,1308,18,173,0,83,109
 New York,199, Kings County,3504,1976,996,0,154,0,195,183
 New York,9, Kings County,4487,3332,323,0,554,0,25,253
 New York,22, Kings County,4812,2270,249,0,646,0,1444,203
 New York,37, Kings County,1681,1160,147,6,270,0,6,92
 New York,46, Kings County,1306,1134,0,0,139,0,33,0
 New York,47, Kings County,1903,1241,319,0,147,0,77,119
 New York,66, Kings County,3645,2898,30,87,406,0,157,67
 New York,74, Kings County,5280,1388,88,29,1370,0,2405,0
 New York,78, Kings County,5240,2257,326,0,577,0,2044,36
 New York,112, Kings County,6267,3884,173,52,1418,0,600,140
 New York,120, Kings County,1107,103,0,0,863,0,141,0
 New York,21, Kings County,5143,3986,212,0,577,0,8,360
 New York,30, Kings County,1635,1063,83,0,299,0,93,97
 New York,33, Kings County,3705,2014,927,0,292,0,103,369
 New York,870, Kings County,3205,158,2992,0,0,0,15,40
 New York,804, Kings County,3283,442,2515,20,146,0,102,58
 New York,826, Kings County,5311,442,4408,40,20,0,277,124
 New York,856, Kings County,3338,128,2851,0,65,0,170,124
 New York,886, Kings County,4286,168,3683,0,47,0,259,129
 New York,888, Kings County,4157,51,3582,0,79,0,319,126
 New York,912, Kings County,5587,609,4069,80,154,0,495,180
 New York,950, Kings County,2870,275,2533,0,0,0,24,38
 New York,560, Kings County,3518,3043,68,17,378,0,3,9
 New York,551, Kings County,5269,3243,571,23,43,0,1204,185
 New York,554, Kings County,4444,3467,0,0,479,0,230,268
 New York,562, Kings County,1713,1523,0,0,91,0,0,99
 New York,574, Kings County,2907,1347,39,0,1468,0,32,21
 New York,578, Kings County,3391,1972,61,0,927,0,280,151
 New York,590, Kings County,1979,934,176,0,654,0,175,40
 New York,616, Kings County,1465,1336,71,0,11,0,38,9
 New York,656, Kings County,1774,1411,17,0,274,0,58,14
 New York,672, Kings County,1685,192,1294,0,199,0,0,0
 New York,702.01, Kings County,6073,5228,227,58,205,0,310,45
 New York,730, Kings County,2302,186,1987,0,11,0,6,112
 New York,299, Kings County,2968,195,2171,0,70,0,507,25
 New York,221, Kings County,3991,1425,1985,0,207,0,284,90
 New York,224, Kings County,5792,4403,11,0,1038,0,315,25
 New York,231, Kings County,3607,1632,1485,0,166,0,120,204
 New York,236, Kings County,6000,5579,14,48,280,14,54,11
 New York,247, Kings County,2561,501,1627,14,130,0,204,85
 New York,249, Kings County,4306,1294,2544,0,186,0,235,47
 New York,256, Kings County,3008,740,57,0,1954,0,164,93
 New York,278, Kings County,3285,1343,27,0,1702,0,213,0
 New York,285.01, Kings County,462,221,13,0,27,0,201,0
 New York,289, Kings County,3870,758,2308,48,60,0,265,431
 New York,291, Kings County,2927,744,1925,0,9,0,204,45
 New York,449, Kings County,3237,1058,1443,24,71,0,576,65
 New York,460, Kings County,3568,1731,24,0,1531,0,108,174
 New York,485, Kings County,2614,1620,277,59,95,0,402,161
 New York,508.01, Kings County,4088,972,2636,0,60,0,392,28
 New York,508.03, Kings County,2383,588,1319,6,86,0,330,54
 New York,508.04, Kings County,6068,1406,2852,0,112,0,1423,275
 New York,510.01, Kings County,4168,826,3132,0,65,0,92,53
 New York,510.02, Kings County,4608,733,2809,0,80,0,815,171
 New York,516.01, Kings County,5201,412,4024,0,239,0,507,19
 New York,516.02, Kings County,4013,330,2930,0,143,0,409,201
 New York,561, Kings County,3394,2797,213,35,200,0,42,107
 New York,610.03, Kings County,1792,788,57,0,426,0,521,0
 New York,610.04, Kings County,6371,5781,1,0,373,0,33,183
 New York,620, Kings County,1817,1766,0,0,51,0,0,0
 New York,696.01, Kings County,3704,1501,1794,0,216,0,117,76
 New York,696.02, Kings County,6168,4083,886,0,390,0,672,137
 New York,768, Kings County,3183,2652,56,0,222,0,207,46
 New York,796.01, Kings County,4695,1071,3311,0,61,0,170,82
 New York,796.02, Kings County,4650,652,3199,0,81,0,546,172
 New York,798.01, Kings County,2784,1015,1421,0,100,0,79,169
 New York,798.02, Kings County,5683,1506,3107,0,369,0,522,179
 New York,808, Kings County,1117,123,781,0,121,0,81,11
 New York,924, Kings County,2608,66,2153,0,0,0,385,4
 New York,932, Kings County,1140,44,1083,0,0,0,6,7
 New York,946, Kings County,1849,43,1732,0,40,0,0,34
 New York,1116, Kings County,4078,494,3152,0,7,0,406,19
 New York,1058.01, Kings County,5768,2091,3472,27,55,0,54,69
 New York,1058.04, Kings County,7188,1945,4357,110,238,0,432,106
 New York,1104, Kings County,4530,156,3900,0,2,0,451,21
 New York,1144, Kings County,2394,521,1346,0,13,4,384,126
 New York,1198, Kings County,3017,602,1393,12,0,0,972,38
 New York,1237, Kings County,6325,5607,205,0,49,0,413,51
 New York,1502, Kings County,2811,2349,82,0,173,0,140,67
 New York,1522, Kings County,3737,1699,728,0,718,0,267,325
 New York,9901, Kings County,0,0,0,0,0,0,0,0
 New York,37, New York County,2579,2236,68,0,124,0,83,68
 New York,86.01, New York County,3022,2186,72,15,688,0,9,52
 New York,44, New York County,16684,12653,901,0,2102,0,307,721
 New York,86.03, New York County,4313,3642,27,11,437,0,31,165
 New York,86.02, New York County,0,0,0,0,0,0,0,0
 New York,165, New York County,6323,5388,267,0,455,0,97,116
 New York,279, New York County,11803,3605,805,343,239,0,5917,894
 New York,112.03, New York County,1154,842,21,0,246,0,9,36
 New York,184, New York County,7258,1233,3420,70,524,0,1890,121
 New York,36.01, New York County,3190,1339,391,112,792,0,340,216
 New York,45, New York County,1015,686,4,1,251,0,0,73
 New York,55.02, New York County,2059,1735,115,0,67,0,66,76
 New York,56, New York County,3783,2889,218,0,561,0,47,68
 New York,62, New York County,4219,2155,910,6,917,0,48,183
 New York,77, New York County,6117,5412,45,0,363,0,26,271
 New York,80, New York County,5013,4131,121,10,583,0,66,102
 New York,90, New York County,7500,5644,206,0,1447,0,35,168
 New York,236, New York County,7530,466,5816,81,58,0,728,381
 New York,169, New York County,8418,6878,123,0,900,0,471,46
 New York,171, New York County,8974,8158,159,0,310,0,40,307
 New York,179, New York County,8915,6507,225,540,666,0,724,253
 New York,182, New York County,8326,1017,2781,38,540,0,3318,632
 New York,183, New York County,7270,6086,274,35,313,0,240,322
 New York,92, New York County,1602,1119,33,0,393,0,23,34
 New York,104, New York County,919,647,22,0,179,14,57,0
 New York,119, New York County,1097,416,565,0,42,12,51,11
 New York,132, New York County,10850,8000,0,225,636,0,1500,489
 New York,134, New York County,12076,10163,633,0,1152,0,0,128
 New York,136, New York County,15959,14325,383,0,918,0,275,58
 New York,144.02, New York County,6943,6117,83,0,472,0,130,141
 New York,148.01, New York County,3135,2672,11,10,267,0,30,145
 New York,157, New York County,9755,8150,275,31,1037,0,0,262
 New York,158.01, New York County,5136,4422,20,0,548,0,60,86
 New York,161, New York County,6204,5178,116,0,608,0,35,267
 New York,164, New York County,7286,2536,1907,18,1189,21,1318,297
 New York,196, New York County,3895,994,1628,0,210,4,771,288
 New York,180, New York County,8212,2414,2967,53,237,0,2220,321
 New York,185, New York County,4695,3570,487,0,468,0,59,111
 New York,190, New York County,3504,758,1992,19,385,0,237,113
 New York,224, New York County,7661,1145,4524,0,167,0,1680,145
 New York,193, New York County,9761,3504,2511,15,933,0,1961,837
 New York,194, New York County,6517,1118,2305,52,63,0,2763,216
 New York,212, New York County,4324,532,3126,0,202,0,298,166
 New York,232, New York County,9161,1213,5767,0,158,11,1829,183
 New York,239, New York County,3190,692,1191,107,111,0,674,415
 New York,241, New York County,8229,2632,2347,59,235,83,2010,863
 New York,293, New York County,8869,2528,1004,79,110,0,4611,537
 New York,297, New York County,20,0,14,0,2,0,4,0
 New York,197.02, New York County,2602,877,931,26,394,0,154,220
 New York,198, New York County,2852,692,1498,36,331,0,214,81
 New York,109, New York County,182,123,10,1,43,0,0,5
 New York,75, New York County,3689,3235,52,0,172,0,36,194
 New York,83, New York County,3844,2256,700,56,267,0,268,297
 New York,97, New York County,4965,3224,335,15,1030,0,101,260
 New York,106.01, New York County,7144,6280,0,21,692,0,0,151
 New York,126, New York County,13330,10927,207,133,1634,32,155,242
 New York,113, New York County,110,17,26,0,62,0,0,5
 New York,121, New York County,7920,5540,334,0,1004,0,753,289
 New York,122, New York County,2553,2509,0,0,22,0,22,0
 New York,129, New York County,7122,5088,284,15,1336,0,233,166
 New York,137, New York County,6419,5065,176,17,809,26,124,202
 New York,138, New York County,12201,10305,173,0,1508,0,6,209
 New York,152, New York County,7414,4775,912,0,590,0,650,487
 New York,101, New York County,1273,703,103,0,418,0,22,27
 New York,127, New York County,6539,4505,313,98,981,0,599,43
 New York,131, New York County,2696,1895,77,0,643,0,62,19
 New York,133, New York County,5679,3438,258,14,1364,20,300,285
 New York,142, New York County,4493,3977,5,0,384,0,5,122
 New York,149, New York County,4973,4224,67,0,603,0,43,36
 New York,150.01, New York County,2126,1832,0,0,271,0,0,23
 New York,150.02, New York County,4999,4603,51,0,206,0,35,104
 New York,154, New York County,13554,10510,593,0,1238,0,393,820
 New York,163, New York County,6822,6073,59,0,553,0,13,124
 New York,192, New York County,4023,385,1675,153,340,0,1164,306
 New York,195, New York County,7133,4798,431,0,1047,0,481,376
 New York,199, New York County,8724,6187,746,7,1371,14,61,338
 New York,205, New York County,4950,3591,509,9,677,0,56,108
 New York,230, New York County,8385,860,5942,0,192,123,787,481
 New York,235.01, New York County,6776,1906,2555,0,159,0,1864,292
 New York,66, New York County,10619,7949,166,35,2055,0,0,414
 New York,68, New York County,7677,5529,604,6,1480,0,18,40
 New York,82, New York County,3264,2207,0,0,814,19,127,97
 New York,84, New York County,1956,1025,58,0,771,0,5,97
 New York,89, New York County,5383,4178,639,0,322,0,168,76
 New York,99, New York County,5759,3955,338,0,1140,0,130,196
 New York,6, New York County,9731,1287,723,224,5582,0,1450,465
 New York,8, New York County,8993,1081,5,67,7638,24,34,144
 New York,24, New York County,4151,1025,653,7,397,0,1823,246
 New York,25, New York County,5508,826,1523,0,2339,0,531,289
 New York,29, New York County,6365,916,706,42,4147,0,258,296
 New York,54, New York County,4635,3676,143,0,584,0,51,181
 New York,71, New York County,5624,4619,178,0,524,5,42,256
 New York,79, New York County,4379,4130,38,0,148,0,10,53
 New York,94, New York County,54,50,0,0,4,0,0,0
 New York,108, New York County,9192,7787,124,0,1191,0,0,90
 New York,110, New York County,6909,5694,297,0,744,0,38,136
 New York,112.01, New York County,824,682,23,6,93,14,0,6
 New York,116, New York County,3331,2493,92,29,587,0,60,70
 New York,124, New York County,10052,7685,131,25,973,8,989,241
 New York,115, New York County,3779,1974,307,24,1252,0,99,123
 New York,117, New York County,4242,2624,361,0,799,0,397,61
 New York,130, New York County,3466,3203,13,0,157,0,20,73
 New York,135, New York County,8254,5180,898,14,1214,0,701,247
 New York,144.01, New York County,5018,4369,34,0,481,0,23,111
 New York,146.02, New York County,7560,6883,27,0,515,0,25,110
 New York,148.02, New York County,6786,5531,16,0,677,0,120,442
 New York,158.02, New York County,4519,2796,431,0,901,0,134,257
 New York,102, New York County,100,64,0,23,2,0,0,11
 New York,160.02, New York County,3574,2747,77,1,534,0,141,74
 New York,96, New York County,141,95,0,0,43,0,0,3
 New York,100, New York County,1768,1401,35,0,304,0,0,28
 New York,106.02, New York County,4562,3826,109,0,552,0,23,52
 New York,114.01, New York County,1137,1064,8,0,45,0,0,20
 New York,128, New York County,5683,5128,0,0,185,0,162,208
 New York,153, New York County,10061,8465,60,17,1166,0,74,279
 New York,170, New York County,7677,3093,1607,129,1299,0,1299,250
 New York,9, New York County,1731,1207,71,0,283,17,60,93
 New York,10.01, New York County,1455,1125,32,0,157,0,59,82
 New York,7, New York County,8809,6419,185,0,1767,0,146,292
 New York,103, New York County,1990,1177,138,0,551,20,13,91
 New York,118, New York County,8767,7848,2,0,836,0,0,81
 New York,159, New York County,9342,7868,337,0,734,0,271,132
 New York,245, New York County,15456,3712,1687,0,348,0,6403,3306
 New York,20, New York County,4590,915,1082,0,897,0,1614,82
 New York,39, New York County,6090,5136,254,0,249,0,130,321
 New York,1, New York County,0,0,0,0,0,0,0,0
 New York,191, New York County,9492,6854,1356,0,690,0,179,413
 New York,197.01, New York County,514,286,38,0,151,0,26,13
 New York,223.01, New York County,8037,2930,1238,0,227,0,2069,1573
 New York,206, New York County,3664,756,2219,0,131,0,336,222
 New York,218, New York County,6865,1328,4199,0,185,29,798,326
 New York,220, New York County,6026,1607,3523,0,355,0,365,176
 New York,233, New York County,7014,2285,2020,0,410,0,1450,849
 New York,234, New York County,5058,886,3323,0,63,0,699,87
 New York,247, New York County,7680,2996,1572,24,348,0,2214,526
 New York,249, New York County,1083,220,357,0,56,0,305,145
 New York,261, New York County,13220,3356,1852,477,75,0,6265,1195
 New York,263, New York County,9487,2189,1133,57,261,0,5028,819
 New York,275, New York County,3475,2642,253,25,129,0,246,180
 New York,285, New York County,7997,1911,620,33,151,0,4436,846
 New York,59, New York County,5475,4696,128,32,537,0,13,69
 New York,67, New York County,5262,4623,41,25,324,0,90,159
 New York,69, New York County,2523,2040,30,0,340,0,63,50
 New York,70, New York County,8232,5817,691,0,1394,0,274,56
 New York,73, New York County,5887,5275,69,0,334,0,91,118
 New York,76, New York County,1991,871,76,0,976,0,43,25
 New York,81, New York County,7762,6573,243,0,665,0,61,220
 New York,91, New York County,6247,4483,413,0,1210,0,47,94
 New York,93, New York County,9260,6301,700,0,1632,0,399,228
 New York,177, New York County,9421,6090,1425,41,434,0,735,696
 New York,156.01, New York County,5324,3780,338,0,1043,0,66,97
 New York,160.01, New York County,3755,3300,11,0,229,0,63,152
 New York,162, New York County,9906,2271,4791,43,992,0,1708,101
 New York,186, New York County,7380,1510,3833,0,323,0,1218,496
 New York,200, New York County,3656,998,2024,0,65,0,434,135
 New York,201.02, New York County,4441,1504,2440,0,224,0,152,121
 New York,214, New York County,3596,397,2702,5,94,26,255,117
 New York,221.02, New York County,2559,637,1260,0,75,0,184,403
 New York,228, New York County,5772,1006,3892,21,105,0,424,324
 New York,229, New York County,9021,2935,2205,13,302,0,2093,1473
 New York,235.02, New York County,1986,306,1451,0,24,0,172,33
 New York,41, New York County,8051,2810,189,38,4618,0,165,231
 New York,226, New York County,4816,1421,2596,2,151,0,352,294
 New York,265, New York County,8146,4024,1239,21,129,0,2435,298
 New York,38, New York County,8864,5594,1398,5,1035,0,748,84
 New York,58, New York County,3521,2464,0,0,788,0,90,179
 New York,88, New York County,7285,5050,103,0,1807,0,91,234
 New York,120, New York County,3056,2776,216,0,53,0,11,0
 New York,155, New York County,9991,8442,115,0,1116,0,148,170
 New York,166, New York County,6747,3445,1093,57,277,0,1734,141
 New York,167, New York County,6303,5073,119,0,635,0,96,380
 New York,253, New York County,13389,4627,1362,0,420,0,6030,950
 New York,181, New York County,9554,6771,1506,0,566,0,588,123
 New York,209.01, New York County,3510,481,1530,0,179,0,1175,145
 New York,223.02, New York County,3407,937,892,35,473,0,367,703
 New York,240, New York County,1862,602,1059,12,58,32,60,39
 New York,12, New York County,4010,2491,96,17,653,0,570,183
 New York,14.01, New York County,3166,2447,110,0,412,0,61,136
 New York,15.01, New York County,6993,4461,406,38,1718,0,143,227
 New York,43, New York County,3931,2698,29,0,1013,0,32,159
 New York,49, New York County,4410,3616,128,17,489,0,43,117
 New York,52, New York County,3448,2624,96,27,618,0,23,60
 New York,33, New York County,5241,4145,133,0,654,0,88,221
 New York,36.02, New York County,3082,2181,303,24,334,0,81,159
 New York,48, New York County,6249,4727,300,0,874,47,119,182
 New York,55.01, New York County,4597,3123,211,17,900,0,15,331
 New York,60, New York County,5348,4515,152,0,543,0,84,54
 New York,61, New York County,4962,4086,222,0,556,0,21,77
 New York,72, New York County,7463,5494,41,0,1765,0,10,153
 New York,74, New York County,4175,3239,102,0,615,0,165,54
 New York,2.01, New York County,2835,455,342,0,1317,0,713,8
 New York,2.02, New York County,7764,2794,1713,43,1748,0,1031,435
 New York,15.02, New York County,7926,5889,199,0,1469,0,9,360
 New York,22.02, New York County,1901,1173,196,10,260,0,177,85
 New York,27, New York County,1431,247,0,0,1100,0,33,51
 New York,47, New York County,2236,1769,12,0,348,0,50,57
 New York,50, New York County,5202,4212,54,0,847,0,14,75
 New York,95, New York County,3168,2555,102,21,411,0,12,67
 New York,26.01, New York County,3675,1585,516,16,520,0,807,231
 New York,26.02, New York County,3845,2616,180,37,502,0,349,161
 New York,269, New York County,9073,1850,978,121,260,0,4529,1335
 New York,281, New York County,3298,2534,305,0,237,0,41,181
 New York,283, New York County,7781,2714,902,40,385,0,3186,554
 New York,291, New York County,12654,3232,1757,59,529,58,6744,275
 New York,295, New York County,8298,4345,548,0,334,0,2474,597
 New York,255, New York County,6086,2742,533,233,1230,0,1051,297
 New York,222, New York County,3450,1149,1656,8,237,0,228,172
 New York,16, New York County,7133,1535,131,0,5339,0,108,20
 New York,21, New York County,6486,5370,65,0,760,0,24,267
 New York,28, New York County,6690,2976,1356,0,789,0,1288,281
 New York,13, New York County,4639,3130,52,0,1029,0,175,253
 New York,14.02, New York County,2748,1049,169,25,810,0,499,196
 New York,22.01, New York County,6471,2124,900,60,1518,0,1588,281
 New York,30.01, New York County,3952,2519,148,0,656,0,347,282
 New York,31, New York County,2659,1626,237,0,667,0,51,78
 New York,34, New York County,6410,4744,207,0,922,0,348,189
 New York,42, New York County,5202,3616,266,0,1106,0,16,198
 New York,303, New York County,4581,2102,415,0,145,0,1545,374
 New York,57, New York County,2769,2349,98,0,186,0,67,69
 New York,87, New York County,7186,6077,129,0,572,0,236,172
 New York,271, New York County,9609,4412,591,86,263,0,2750,1507
 New York,307, New York County,3785,2529,360,6,169,45,503,173
 New York,10.02, New York County,5372,1156,858,0,871,0,2361,126
 New York,18, New York County,7490,2631,351,132,3546,0,512,318
 New York,211, New York County,10240,4116,1469,0,2249,0,1978,428
 New York,216, New York County,8503,2439,4464,41,453,0,808,298
 New York,219, New York County,6220,888,2951,74,168,0,1742,397
 New York,237, New York County,7292,1819,2133,14,288,74,850,2114
 New York,251, New York County,2735,958,478,20,112,0,969,198
 New York,267, New York County,2056,1438,49,54,32,0,467,16
 New York,172, New York County,5783,1860,1525,0,306,0,1896,196
 New York,213.03, New York County,6001,1122,3398,54,421,0,678,328
 New York,215, New York County,4469,740,2743,0,93,0,867,26
 New York,217.03, New York County,8,8,0,0,0,0,0,0
 New York,227, New York County,5201,1800,2187,0,206,0,492,516
 New York,231, New York County,6901,1595,2582,93,94,0,1254,1283
 New York,238.01, New York County,8533,3851,792,0,3273,0,218,399
 New York,238.02, New York County,3149,1469,628,0,690,0,283,79
 New York,242, New York County,4658,563,2521,4,200,0,1195,175
 New York,257, New York County,4637,1671,1853,0,306,0,599,208
 New York,259, New York County,3773,1056,1700,0,142,0,562,313
 New York,299, New York County,4072,1124,867,47,9,0,1836,189
 New York,317.03, New York County,5593,4153,61,0,1163,0,13,203
 New York,317.04, New York County,9989,7662,184,0,1764,0,77,302
 New York,98, New York County,7200,5983,144,7,916,0,73,77
 New York,208, New York County,5580,1062,3734,50,161,0,154,419
 New York,174.02, New York County,2412,777,956,0,217,0,389,73
 New York,187, New York County,8534,6605,574,0,951,0,181,223
 New York,189, New York County,11800,4423,2965,0,725,0,3011,676
 New York,210, New York County,7581,459,5709,0,163,0,816,434
 New York,225, New York County,10495,2547,3285,13,452,0,2184,2014
 New York,243.01, New York County,4962,935,1835,33,179,0,1486,494
 New York,243.02, New York County,7783,789,3905,77,90,0,2381,541
 New York,273, New York County,7070,5028,492,57,190,0,839,464
 New York,287, New York County,4090,2232,240,20,93,0,1395,110
 New York,309, New York County,10663,2177,2366,161,88,0,5187,684
 New York,311, New York County,0,0,0,0,0,0,0,0
 New York,40, New York County,8234,6418,265,0,1176,8,90,277
 New York,114.02, New York County,1795,1492,9,8,150,0,38,98
 New York,277, New York County,6800,2039,1248,107,157,0,2895,354
 New York,319, New York County,0,0,0,0,0,0,0,0
 New York,111, New York County,4838,2951,295,0,1318,0,153,121
 New York,140, New York County,7529,6791,78,0,443,0,49,168
 New York,151, New York County,9253,4334,1606,0,1666,0,1409,238
 New York,156.02, New York County,2458,1128,636,0,290,59,273,72
 New York,168, New York County,4941,1939,1704,46,354,0,804,94
 New York,173, New York County,8974,7006,310,0,773,0,468,417
 New York,175, New York County,10756,9414,460,132,647,0,55,48
 New York,5, New York County,0,0,0,0,0,0,0,0
 New York,30.02, New York County,2915,1909,289,0,293,0,400,24
 New York,63, New York County,6492,5565,75,0,551,0,32,269
 New York,178, New York County,3684,1320,854,34,242,17,1099,118
 New York,188, New York County,5804,1749,1273,15,191,0,2239,337
 New York,203, New York County,3423,2025,408,27,637,5,182,139
 New York,139, New York County,10465,6910,613,311,1606,0,518,507
 New York,145, New York County,5960,4361,395,0,911,0,74,219
 New York,147, New York County,3350,2166,48,0,943,0,20,173
 New York,64, New York County,7800,6041,185,224,1028,0,203,119
 New York,65, New York County,6423,5222,175,0,673,0,56,297
 New York,125, New York County,2407,1429,48,0,709,0,105,116
 New York,201.01, New York County,1803,1172,228,46,258,0,48,51
 New York,78, New York County,8965,5785,451,0,2017,0,0,712
 New York,112.02, New York County,363,294,11,0,58,0,0,0
 New York,143, New York County,3,1,2,0,0,0,0,0
 New York,174.01, New York County,4566,805,2013,42,421,0,1201,84
 New York,207.01, New York County,3036,1546,358,0,751,0,255,126
 New York,32, New York County,7822,6356,365,1,955,0,79,66
 New York,146.01, New York County,4268,3279,6,0,723,0,195,65
 New York,138, Queens County,3759,1508,132,76,1172,0,732,139
 New York,143, Queens County,3870,2595,105,15,729,0,292,134
 New York,159, Queens County,3752,2702,27,10,429,0,445,139
 New York,168, Queens County,3235,394,656,0,1057,0,648,480
 New York,169, Queens County,5856,3871,128,0,1420,0,215,222
 New York,171, Queens County,0,0,0,0,0,0,0,0
 New York,184.01, Queens County,2168,20,1618,0,47,0,381,102
 New York,42, Queens County,4377,526,249,0,1946,0,1398,258
 New York,45, Queens County,3456,2089,84,0,776,0,210,297
 New York,47, Queens County,3743,1732,825,33,600,0,406,147
 New York,61, Queens County,5574,3781,141,0,1115,0,386,151
 New York,77, Queens County,1798,924,13,18,449,0,319,75
 New York,69, Queens County,3627,2195,197,0,711,0,418,106
 New York,75, Queens County,4101,2847,60,0,789,0,300,105
 New York,262, Queens County,1157,6,968,0,8,0,171,4
 New York,593, Queens County,4298,3703,32,9,242,0,312,0
