city,tract,county,BoroCTLbl,Households (HH) Count,HH 0-10k,HH 10k-15k,HH 15k-25k,HH 25k-35k,HH 35k-50k,HH 50k-75k,HH 75k-100k,HH 100k-150k,HH 150k-200k,HH 200k-UP,Household Median Income,Household Mean Income
 New York,215,Brooklyn,Brooklyn 215,2453,12.5,3.4,4.7,2.3,11.5,9.6,11.7,10.9,12.6,20.8,91058,119200
 New York,216,Brooklyn,Brooklyn 216,859,3.0,6.1,7.6,19.4,18.0,7.1,7.9,18.2,5.9,6.8,44514,82807
 New York,217,Brooklyn,Brooklyn 217,1692,13.3,9.7,4.7,4.5,9.0,17.4,6.4,21.2,5.9,8.0,64091,79078
 New York,218,Brooklyn,Brooklyn 218,852,7.5,18.0,20.2,8.3,5.8,17.4,5.2,13.5,2.1,2.1,30427,66670
 New York,219,Brooklyn,Brooklyn 219,1541,8.2,8.6,8.8,4.9,8.3,15.9,14.1,15.8,4.6,10.6,65375,97645
 New York,220,Brooklyn,Brooklyn 220,1167,10.5,11.0,25.6,10.9,12.3,11.5,8.3,6.6,2.3,1.0,30354,43651
 New York,221,Brooklyn,Brooklyn 221,1627,6.5,9.9,4.8,14.6,12.4,13.8,6.2,12.2,5.2,14.6,51622,96269
 New York,222,Brooklyn,Brooklyn 222,1078,8.7,7.8,26.7,6.7,13.8,14.3,10.3,4.1,2.7,4.9,35104,64015
 New York,224,Brooklyn,Brooklyn 224,1276,2.0,9.3,9.6,15.0,17.6,13.0,12.1,15.4,2.7,3.3,46481,65544
 New York,226,Brooklyn,Brooklyn 226,543,5.3,0.0,16.9,20.3,6.6,19.5,14.5,11.8,4.8,0.2,50750,57089
 New York,227,Brooklyn,Brooklyn 227,1645,6.4,3.9,1.6,10.9,13.6,6.6,19.2,17.3,6.2,14.2,81813,115680
 New York,228,Brooklyn,Brooklyn 228,845,8.9,7.3,20.9,18.1,7.3,10.1,7.1,7.1,8.9,4.3,31403,61174
 New York,229,Brooklyn,Brooklyn 229,1770,11.0,6.2,4.4,3.6,8.1,15.9,10.5,19.9,12.5,7.9,76591,97772
 New York,230,Brooklyn,Brooklyn 230,935,6.6,10.9,17.0,12.1,12.9,9.8,8.3,12.4,2.6,7.3,38250,65682
 New York,231,Brooklyn,Brooklyn 231,1600,7.8,7.8,3.4,4.6,11.1,13.6,10.9,14.5,17.3,9.1,79300,100481
 New York,232,Brooklyn,Brooklyn 232,1201,8.0,6.9,16.3,9.8,21.7,14.0,8.7,11.0,2.7,0.8,43964,51713
 New York,233,Brooklyn,Brooklyn 233,2106,8.4,6.7,15.2,10.9,9.4,13.1,8.1,9.6,7.2,11.4,49440,98956
 New York,234,Brooklyn,Brooklyn 234,1208,11.3,15.5,17.3,12.7,9.4,16.8,9.4,3.5,2.6,1.6,28793,44905
 New York,235,Brooklyn,Brooklyn 235,1419,10.3,8.9,3.2,10.4,11.1,12.6,11.9,19.9,1.4,10.2,57813,93535
 New York,236,Brooklyn,Brooklyn 236,1532,11.8,12.7,23.9,15.5,7.8,15.1,4.4,5.5,2.6,0.7,26330,39532
 New York,238,Brooklyn,Brooklyn 238,1197,5.2,12.6,21.7,19.0,4.8,7.0,7.7,9.9,7.7,4.4,30929,62102
 New York,240,Brooklyn,Brooklyn 240,1336,15.2,9.1,14.8,8.8,11.9,18.0,7.3,6.4,7.7,0.7,39444,52205
 New York,241,Brooklyn,Brooklyn 241,1036,12.9,8.1,5.6,1.7,8.0,17.3,11.3,14.2,12.8,8.0,68563,86177
 New York,242,Brooklyn,Brooklyn 242,751,3.7,6.4,12.5,8.1,10.0,20.5,9.1,10.4,9.1,10.3,62361,85077
 New York,243,Brooklyn,Brooklyn 243,1691,10.3,10.1,7.9,3.7,7.6,15.8,8.5,11.7,10.3,14.1,62415,100224
 New York,244,Brooklyn,Brooklyn 244,928,8.4,7.3,12.9,12.1,9.7,12.4,14.1,8.8,9.6,4.6,48000,73693
 New York,245,Brooklyn,Brooklyn 245,1739,5.3,4.1,1.4,12.1,9.5,15.0,19.1,18.7,3.6,11.2,78924,95643
 New York,246,Brooklyn,Brooklyn 246,923,9.0,6.4,11.3,9.4,14.1,13.8,8.9,11.2,7.2,8.9,49830,77266
 New York,247,Brooklyn,Brooklyn 247,1043,14.1,6.5,14.6,8.2,10.8,15.0,16.4,6.6,6.9,0.9,45871,58502
 New York,248,Brooklyn,Brooklyn 248,803,3.5,5.9,10.5,11.0,13.8,18.1,12.8,14.6,5.9,4.1,57768,76135
 New York,249,Brooklyn,Brooklyn 249,1827,9.7,0.5,10.9,8.0,9.6,16.0,15.0,11.0,9.2,9.9,67346,87702
 New York,250,Brooklyn,Brooklyn 250,532,8.5,6.2,5.5,12.2,8.1,21.1,13.9,16.4,5.1,3.2,54362,72429
 New York,251,Brooklyn,Brooklyn 251,1477,17.9,7.7,16.2,8.3,11.0,9.5,11.5,10.5,1.8,5.4,34728,71873
 New York,252,Brooklyn,Brooklyn 252,1869,5.5,6.8,12.9,3.6,16.8,20.5,17.9,10.1,4.4,1.4,58188,63942
 New York,253,Brooklyn,Brooklyn 253,1276,10.0,10.0,8.2,9.6,7.4,15.9,12.5,9.7,9.8,6.8,53700,74603
 New York,254,Brooklyn,Brooklyn 254,1173,6.8,12.9,13.6,8.5,11.7,9.5,10.1,11.2,7.2,8.5,46278,78629
 New York,255,Brooklyn,Brooklyn 255,1904,17.9,15.1,23.8,7.2,20.5,12.9,0.6,1.3,0.6,0.0,21133,29414
 New York,256,Brooklyn,Brooklyn 256,913,4.3,7.6,16.9,13.3,8.1,17.7,11.1,15.4,3.9,1.8,49821,66887
 New York,257,Brooklyn,Brooklyn 257,650,9.5,3.2,13.7,3.2,5.1,24.5,17.7,14.5,2.3,6.3,65645,84008
 New York,258,Brooklyn,Brooklyn 258,1508,8.4,6.5,19.1,8.9,10.8,18.2,10.2,8.0,7.0,2.9,42396,61461
 New York,259.01,Brooklyn,Brooklyn 259.01,695,14.5,3.3,9.8,6.5,10.6,15.0,4.9,16.7,7.1,11.7,56771,94239
 New York,259.02,Brooklyn,Brooklyn 259.02,1173,27.5,17.8,20.5,19.4,6.7,6.5,0.0,0.0,1.7,0.0,16802,22138
 New York,260,Brooklyn,Brooklyn 260,1095,4.6,0.7,17.4,11.7,16.0,12.8,13.1,9.9,5.7,8.3,49735,78242
 New York,261,Brooklyn,Brooklyn 261,2170,17.8,3.2,12.2,4.9,6.6,16.7,9.5,15.4,11.2,2.3,55135,70669
 New York,262,Brooklyn,Brooklyn 262,812,6.4,3.7,12.4,5.9,21.1,18.6,5.2,11.2,8.6,6.9,50625,80402
 New York,263,Brooklyn,Brooklyn 263,842,18.3,11.0,14.5,6.1,13.5,10.7,4.8,10.0,6.2,5.0,35208,58054
 New York,264,Brooklyn,Brooklyn 264,1541,6.5,1.6,14.7,13.8,13.5,12.5,14.0,14.0,4.0,5.4,49813,73674
 New York,265,Brooklyn,Brooklyn 265,1499,9.8,10.2,8.3,9.7,6.3,13.7,6.7,16.7,10.3,8.1,58821,104732
 New York,266,Brooklyn,Brooklyn 266,1080,6.9,6.9,8.2,12.4,22.4,7.4,10.5,13.9,7.6,3.9,47567,69435
 New York,267,Brooklyn,Brooklyn 267,1830,10.2,7.3,9.2,9.1,8.2,14.6,9.5,13.0,9.0,9.8,56917,85988
 New York,268,Brooklyn,Brooklyn 268,1348,5.4,12.9,8.9,12.0,18.8,13.5,8.8,11.2,3.0,5.5,43444,66052
 New York,269,Brooklyn,Brooklyn 269,1254,13.3,9.3,7.9,5.2,7.3,10.4,14.9,12.9,5.3,13.4,67206,97085
 New York,270,Brooklyn,Brooklyn 270,852,7.9,10.1,10.2,10.4,9.2,18.4,11.9,11.9,6.5,3.6,51583,66805
 New York,271,Brooklyn,Brooklyn 271,1103,15.1,5.0,12.1,9.5,8.2,10.8,6.7,18.9,9.7,4.1,50417,85254
 New York,272,Brooklyn,Brooklyn 272,1145,5.5,6.3,13.9,7.2,15.5,8.4,18.4,9.3,8.5,7.0,53438,78065
 New York,273,Brooklyn,Brooklyn 273,1290,10.0,10.4,6.4,12.0,13.4,15.6,12.6,12.0,4.2,3.4,48108,65317
 New York,274,Brooklyn,Brooklyn 274,1016,6.0,1.8,11.0,14.8,14.6,11.9,4.9,14.6,13.5,7.0,53784,88993
 New York,275,Brooklyn,Brooklyn 275,1671,11.6,3.1,4.0,6.4,4.4,17.1,15.0,16.3,7.2,15.0,78886,101105
 New York,276,Brooklyn,Brooklyn 276,1193,6.4,11.1,7.4,9.7,8.2,21.8,20.5,2.0,6.5,6.5,52819,72662
 New York,277,Brooklyn,Brooklyn 277,1765,11.5,7.8,9.1,12.8,15.5,16.1,6.7,10.2,5.9,4.4,43383,63694
 New York,278,Brooklyn,Brooklyn 278,1196,7.3,7.7,6.9,5.5,16.1,19.7,10.7,17.1,6.5,2.4,53500,70985
 New York,279,Brooklyn,Brooklyn 279,1555,12.2,2.4,7.3,6.4,6.6,19.4,21.6,15.2,3.9,4.9,70474,82176
 New York,280,Brooklyn,Brooklyn 280,629,11.4,3.7,5.6,7.3,6.7,17.5,15.4,19.6,8.7,4.1,73125,81309
 New York,281,Brooklyn,Brooklyn 281,1826,22.3,14.1,11.1,12.5,6.2,8.0,8.9,10.7,4.5,1.7,27621,50854
 New York,282,Brooklyn,Brooklyn 282,1212,6.6,6.3,9.2,5.9,11.0,21.5,13.9,14.0,7.4,4.2,60292,87226
 New York,283,Brooklyn,Brooklyn 283,1397,18.8,17.4,7.1,10.7,11.5,12.4,11.5,8.7,1.1,0.8,29665,43893
 New York,284,Brooklyn,Brooklyn 284,1269,7.5,6.3,14.3,6.6,12.4,17.3,14.6,13.0,6.6,1.5,55231,65418
 New York,285.01,Brooklyn,Brooklyn 285.01,128,3.1,0.0,7.0,7.0,7.0,10.2,25.0,19.5,3.1,18.0,93235,105030
 New York,285.02,Brooklyn,Brooklyn 285.02,1194,7.2,23.7,27.7,5.3,10.9,15.0,8.0,0.0,0.0,2.3,22115,35460
 New York,286,Brooklyn,Brooklyn 286,1986,4.5,15.8,18.6,5.9,13.0,13.2,15.7,9.9,2.8,0.6,41047,52832
 New York,287,Brooklyn,Brooklyn 287,1240,16.0,4.3,16.1,10.7,17.5,6.3,5.7,12.2,2.6,8.5,36346,81971
 New York,288,Brooklyn,Brooklyn 288,1093,8.2,5.9,11.9,8.9,18.1,5.9,11.8,15.3,8.2,5.9,45781,72969
 New York,289,Brooklyn,Brooklyn 289,1351,9.2,17.9,4.7,8.1,15.9,11.4,15.3,10.4,5.9,1.2,45219,58934
 New York,290,Brooklyn,Brooklyn 290,1573,5.8,4.4,9.5,16.0,16.8,18.2,9.3,11.3,7.0,1.7,48297,67566
 New York,291,Brooklyn,Brooklyn 291,1109,6.5,9.7,4.3,11.5,6.5,15.5,13.8,18.2,5.1,8.8,66726,86826
 New York,292,Brooklyn,Brooklyn 292,952,5.8,6.7,15.9,6.8,18.7,10.7,10.9,12.8,6.4,5.3,48221,70691
 New York,293,Brooklyn,Brooklyn 293,1374,11.3,12.8,10.8,15.9,10.7,7.1,10.6,12.5,4.8,3.4,34703,69447
 New York,294,Brooklyn,Brooklyn 294,611,3.3,4.1,18.2,8.5,14.7,21.6,5.9,15.9,6.5,1.3,53393,64827
 New York,295,Brooklyn,Brooklyn 295,1713,13.7,5.7,4.6,6.0,13.3,15.1,8.1,15.1,9.3,9.2,58951,90608
 New York,296,Brooklyn,Brooklyn 296,2032,10.6,7.9,12.4,10.9,12.2,13.0,10.0,9.7,6.4,7.0,46029,70827
 New York,297,Brooklyn,Brooklyn 297,1688,9.5,7.9,5.7,7.6,5.5,15.2,10.7,15.0,9.1,13.7,71417,103021
 New York,298,Brooklyn,Brooklyn 298,1264,5.2,2.2,10.8,8.7,10.4,20.5,10.1,14.2,12.7,5.1,60792,82352
 New York,299,Brooklyn,Brooklyn 299,951,19.7,7.7,9.9,10.5,12.8,10.2,12.2,13.8,1.9,1.4,36920,52706
 New York,300,Brooklyn,Brooklyn 300,1406,7.7,14.6,7.9,12.4,8.1,10.7,13.2,12.9,7.1,5.5,47750,73388
 New York,301,Brooklyn,Brooklyn 301,1088,20.1,5.3,5.9,5.8,14.3,13.3,9.5,9.5,9.3,7.0,49149,73350
 New York,302,Brooklyn,Brooklyn 302,1490,8.5,2.4,7.2,15.2,11.5,11.9,18.7,15.7,5.0,4.1,59358,74731
 New York,303,Brooklyn,Brooklyn 303,1852,17.8,9.1,8.9,13.4,15.1,11.8,9.5,8.2,4.0,2.3,35815,52486
 New York,304,Brooklyn,Brooklyn 304,1627,9.8,6.9,16.5,9.7,11.2,17.6,5.7,15.7,2.2,4.6,41534,64827
 New York,305,Brooklyn,Brooklyn 305,2836,10.7,4.7,3.9,8.4,6.2,16.7,11.8,22.1,9.4,6.1,74494,89335
 New York,306,Brooklyn,Brooklyn 306,630,8.7,5.7,14.0,9.4,17.1,7.0,13.5,13.8,5.6,5.2,46806,68408
 New York,307,Brooklyn,Brooklyn 307,2352,27.5,11.9,14.4,8.9,16.1,7.9,5.2,6.2,1.2,0.6,23339,35402
 New York,308,Brooklyn,Brooklyn 308,767,6.9,4.7,8.3,10.7,22.0,13.6,14.1,11.0,6.9,1.8,46250,66231
 New York,309,Brooklyn,Brooklyn 309,742,9.6,4.7,13.3,8.6,24.0,12.1,9.4,11.9,3.9,2.4,44048,59932
 New York,311,Brooklyn,Brooklyn 311,1172,6.2,7.5,14.9,4.8,14.6,18.7,12.5,10.3,7.1,3.4,51983,67822
 New York,313,Brooklyn,Brooklyn 313,2297,13.0,6.4,9.4,6.2,17.8,15.6,10.1,13.6,0.0,7.7,43880,68413
 New York,314,Brooklyn,Brooklyn 314,1963,3.3,4.7,10.7,5.7,14.3,11.9,17.1,17.7,8.6,6.0,72056,87240
 New York,315,Brooklyn,Brooklyn 315,2378,10.6,5.6,7.1,9.8,5.8,15.0,14.5,17.1,10.7,3.9,68011,93199
 New York,317.01,Brooklyn,Brooklyn 317.01,1371,4.5,2.0,13.6,4.0,13.6,16.0,13.1,18.0,7.5,7.7,66681,95298
 New York,317.02,Brooklyn,Brooklyn 317.02,1449,6.5,0.4,5.3,6.3,10.1,24.6,10.5,21.9,8.1,6.2,72464,88661
 New York,319,Brooklyn,Brooklyn 319,1340,2.8,6.1,17.4,6.2,16.0,24.2,13.1,9.8,1.6,2.8,50575,72745
 New York,321,Brooklyn,Brooklyn 321,2129,5.7,9.3,8.8,6.0,11.9,15.4,17.3,11.7,5.7,8.1,57875,99490
 New York,323,Brooklyn,Brooklyn 323,1512,6.5,10.6,8.6,8.6,6.0,13.0,17.0,18.3,7.7,3.6,67344,81198
 New York,325,Brooklyn,Brooklyn 325,2575,5.4,4.4,14.4,6.7,13.9,19.0,14.0,16.2,1.1,4.8,52693,69078
 New York,326,Brooklyn,Brooklyn 326,2295,21.6,16.8,11.5,13.4,10.8,9.3,5.9,8.7,0.0,2.0,25104,40764
 New York,327,Brooklyn,Brooklyn 327,1288,12.3,2.3,11.8,15.4,12.7,10.7,13.7,10.8,6.0,4.3,40339,66824
 New York,328,Brooklyn,Brooklyn 328,976,8.4,6.5,21.2,7.4,10.2,16.3,12.3,16.1,0.3,1.3,43542,79770
 New York,329,Brooklyn,Brooklyn 329,2406,12.6,7.0,8.6,14.4,13.4,14.5,10.7,13.0,1.5,4.3,37329,67463
 New York,330,Brooklyn,Brooklyn 330,1827,11.0,16.8,20.9,12.3,8.3,13.9,4.5,5.8,3.3,3.1,26728,46005
 New York,331,Brooklyn,Brooklyn 331,1528,9.4,6.5,14.1,10.1,18.8,18.9,7.7,9.1,2.4,3.1,39618,62277
 New York,333,Brooklyn,Brooklyn 333,1321,8.6,7.3,9.4,10.7,13.2,23.9,11.5,10.4,2.1,2.8,51382,60804
 New York,335,Brooklyn,Brooklyn 335,802,6.9,3.7,8.0,9.7,26.9,14.5,9.4,11.3,6.6,3.0,47135,79565
 New York,336,Brooklyn,Brooklyn 336,1556,7.6,3.4,9.0,6.0,4.8,13.1,10.9,22.6,13.3,9.4,82049,100183
 New York,337,Brooklyn,Brooklyn 337,1369,3.3,8.1,14.2,5.8,17.6,17.5,9.9,8.3,6.4,9.1,52917,79615
 New York,339,Brooklyn,Brooklyn 339,1945,15.3,12.2,12.6,6.3,7.2,20.2,7.1,11.5,2.4,5.1,40809,61599
 New York,340,Brooklyn,Brooklyn 340,646,17.5,24.5,15.2,9.6,13.6,13.5,2.9,3.3,0.0,0.0,20372,30085
 New York,341,Brooklyn,Brooklyn 341,1101,10.6,7.5,9.8,7.2,16.3,9.8,10.9,15.1,5.4,7.4,48924,82575
 New York,342,Brooklyn,Brooklyn 342,2906,18.7,21.6,21.5,14.6,14.5,6.8,0.7,1.6,0.0,0.0,19463,25746
 New York,343,Brooklyn,Brooklyn 343,2047,15.8,14.1,23.1,6.8,12.7,10.4,6.2,7.6,1.5,1.7,24008,48847
 New York,345,Brooklyn,Brooklyn 345,1142,15.6,5.9,13.0,13.1,11.5,6.6,7.8,17.9,7.6,1.1,37727,62824
 New York,347,Brooklyn,Brooklyn 347,1605,18.9,9.5,13.6,6.0,12.9,18.2,3.9,10.3,5.9,0.8,39766,50489
 New York,348,Brooklyn,Brooklyn 348,751,2.1,8.8,9.5,7.3,12.6,18.8,12.6,23.7,1.2,3.3,63720,72427
 New York,349,Brooklyn,Brooklyn 349,2265,12.9,7.4,10.4,16.1,16.6,15.4,9.7,7.5,2.8,1.1,37448,53024
 New York,350,Brooklyn,Brooklyn 350,1514,7.9,16.1,11.5,8.7,16.5,19.0,10.7,6.2,2.8,0.5,41306,49423
 New York,351,Brooklyn,Brooklyn 351,1657,20.4,7.6,12.2,8.3,10.6,14.5,11.5,8.1,2.1,4.8,38375,54360
 New York,352,Brooklyn,Brooklyn 352,497,19.5,46.9,13.9,6.6,3.4,4.4,5.2,0.0,0.0,0.0,12545,19935
 New York,353,Brooklyn,Brooklyn 353,2028,11.3,6.6,8.0,9.4,16.6,16.7,13.9,10.2,5.8,1.6,48208,62055
 New York,354,Brooklyn,Brooklyn 354,2675,4.8,6.8,16.8,10.1,14.5,12.9,15.0,7.3,3.4,8.5,46114,75179
 New York,355,Brooklyn,Brooklyn 355,2038,7.3,12.1,11.7,8.0,13.6,22.9,16.0,5.7,1.9,0.8,48090,51626
 New York,356.01,Brooklyn,Brooklyn 356.01,1457,10.7,13.5,13.1,6.1,8.6,20.2,11.0,7.3,9.5,0.0,46250,57955
 New York,356.02,Brooklyn,Brooklyn 356.02,2744,7.0,14.2,12.5,9.4,14.4,15.1,10.1,12.3,4.0,1.1,40881,55577
 New York,357,Brooklyn,Brooklyn 357,982,24.7,9.5,12.6,13.0,14.1,9.3,4.8,4.2,6.3,1.5,29145,48957
 New York,359,Brooklyn,Brooklyn 359,2203,23.5,7.6,11.2,14.1,15.8,6.0,12.3,7.4,0.0,2.1,32063,44181
 New York,360.01,Brooklyn,Brooklyn 360.01,1713,12.6,25.9,13.8,11.1,5.4,13.3,5.5,5.3,4.1,3.0,22589,47008
 New York,360.02,Brooklyn,Brooklyn 360.02,2091,12.1,29.0,17.3,5.6,9.9,9.2,8.5,6.4,2.0,0.0,19363,36417
 New York,361,Brooklyn,Brooklyn 361,1115,19.0,8.9,15.1,16.1,11.4,12.4,10.7,1.5,5.0,0.0,29350,41805
 New York,362,Brooklyn,Brooklyn 362,1220,14.8,15.4,12.4,5.3,13.0,14.3,9.8,5.5,7.1,2.5,37155,56730
 New York,363,Brooklyn,Brooklyn 363,1840,18.3,4.4,17.2,13.2,17.1,8.5,7.2,11.5,1.1,1.4,33021,46779
 New York,364,Brooklyn,Brooklyn 364,865,15.4,7.1,14.3,1.5,4.9,24.5,11.0,15.4,2.9,3.1,58870,63215
 New York,365.01,Brooklyn,Brooklyn 365.01,1254,13.7,3.5,15.4,7.3,27.0,14.4,9.2,6.2,1.7,1.7,39899,51608
 New York,365.02,Brooklyn,Brooklyn 365.02,438,13.0,0.0,17.4,13.7,16.9,16.4,14.6,3.9,1.4,2.7,37321,49793
 New York,366,Brooklyn,Brooklyn 366,1392,8.8,9.4,9.9,15.4,11.5,13.3,9.6,12.8,5.3,4.0,42083,64260
 New York,367,Brooklyn,Brooklyn 367,500,8.2,8.2,15.0,7.2,4.8,25.0,9.2,13.6,7.8,1.0,55385,61885
 New York,369,Brooklyn,Brooklyn 369,2095,21.2,8.7,7.2,9.6,15.8,21.0,6.3,6.2,2.5,1.6,37807,47490
 New York,370,Brooklyn,Brooklyn 370,1500,7.1,3.3,5.6,10.3,15.4,13.7,13.0,14.5,7.0,10.2,58032,86638
 New York,371,Brooklyn,Brooklyn 371,1640,12.3,4.3,7.7,4.5,18.8,19.6,11.0,12.7,8.2,0.6,53190,70444
 New York,373,Brooklyn,Brooklyn 373,1646,11.7,7.2,19.4,11.2,13.2,12.4,6.8,9.4,1.6,7.1,35536,61530
 New York,374.01,Brooklyn,Brooklyn 374.01,1849,10.0,10.1,7.8,7.0,15.4,14.1,12.0,10.1,7.1,6.5,49761,74725
 New York,374.02,Brooklyn,Brooklyn 374.02,2126,8.3,14.6,14.6,12.5,9.7,13.4,4.7,16.2,4.1,2.0,35066,60741
 New York,375,Brooklyn,Brooklyn 375,1313,5.8,7.7,9.7,11.2,16.9,19.4,10.5,14.2,3.1,1.4,48542,59912
 New York,377,Brooklyn,Brooklyn 377,1712,12.9,3.7,14.2,8.5,12.3,7.7,10.7,14.0,5.7,10.3,44769,89442
 New York,379,Brooklyn,Brooklyn 379,1546,14.9,5.6,12.2,10.7,12.1,15.6,10.3,9.4,3.9,5.2,39706,66438
 New York,381,Brooklyn,Brooklyn 381,2136,15.6,12.4,8.0,13.0,8.0,12.6,8.6,12.4,4.7,4.7,37847,61895
 New York,382,Brooklyn,Brooklyn 382,2161,20.6,21.4,27.0,3.5,3.0,10.1,6.2,5.7,0.0,2.5,18107,37707
 New York,383,Brooklyn,Brooklyn 383,1723,8.2,5.6,10.9,7.7,6.1,20.3,13.9,12.2,8.3,6.7,68329,92539
 New York,385,Brooklyn,Brooklyn 385,1317,11.5,1.5,5.9,10.9,5.9,18.5,16.6,13.7,5.8,9.7,70221,86730
 New York,386,Brooklyn,Brooklyn 386,1070,2.8,7.6,6.6,12.5,9.5,8.5,21.5,16.0,9.6,5.3,77407,83041
 New York,387,Brooklyn,Brooklyn 387,1470,11.4,5.9,7.7,5.3,18.0,14.0,9.7,17.0,4.8,6.3,58636,75413
 New York,388,Brooklyn,Brooklyn 388,1546,5.3,5.0,9.6,14.6,7.6,12.9,15.5,18.6,5.3,5.7,64063,78423
 New York,389,Brooklyn,Brooklyn 389,1131,4.2,8.0,9.4,9.3,9.1,20.3,7.5,17.7,9.3,5.1,62824,80333
 New York,390,Brooklyn,Brooklyn 390,723,6.6,5.7,13.4,6.9,7.1,17.8,7.9,15.1,8.7,10.8,67054,94277
 New York,391,Brooklyn,Brooklyn 391,1124,11.4,11.2,11.8,4.9,10.6,13.8,13.4,16.1,4.6,2.1,57708,64012
 New York,392,Brooklyn,Brooklyn 392,1084,4.5,13.6,8.4,11.8,5.0,18.5,6.2,21.3,2.0,8.8,58214,86811
 New York,393,Brooklyn,Brooklyn 393,1466,17.7,1.6,10.2,5.0,7.8,17.4,11.6,15.3,5.0,8.3,58942,79458
 New York,394,Brooklyn,Brooklyn 394,693,10.2,8.4,7.4,8.4,13.9,18.6,8.8,10.5,1.4,12.4,57292,105413
 New York,395,Brooklyn,Brooklyn 395,1250,19.1,7.8,6.1,4.6,10.4,12.5,11.0,16.2,10.2,2.2,54667,67746
 New York,396,Brooklyn,Brooklyn 396,729,5.9,5.1,13.3,5.9,23.5,9.9,9.3,13.9,1.4,11.9,49026,97192
 New York,397,Brooklyn,Brooklyn 397,1296,12.7,12.7,10.3,11.0,15.8,10.6,5.3,10.1,6.3,5.2,39419,71847
 New York,398,Brooklyn,Brooklyn 398,867,5.3,3.3,18.9,11.1,8.7,12.8,12.6,15.2,3.1,9.0,54850,86434
 New York,399,Brooklyn,Brooklyn 399,1393,13.1,7.8,9.5,11.1,9.6,16.7,14.4,13.6,1.8,2.3,47708,57666
 New York,400,Brooklyn,Brooklyn 400,1128,3.3,5.5,17.0,6.1,14.7,20.7,6.0,15.3,7.4,3.9,51979,68925
 New York,401,Brooklyn,Brooklyn 401,1176,10.2,6.8,12.9,9.6,15.3,20.6,5.9,9.8,5.7,3.2,44132,61292
 New York,402,Brooklyn,Brooklyn 402,940,8.3,12.0,12.7,7.7,8.8,10.9,17.1,12.7,7.0,2.9,50446,69125
 New York,403,Brooklyn,Brooklyn 403,1299,15.7,5.4,7.5,16.1,4.8,16.9,10.6,11.0,9.9,2.0,51964,65287
 New York,404,Brooklyn,Brooklyn 404,845,7.5,4.9,9.3,10.1,11.8,14.1,10.2,16.1,7.3,8.8,58938,83490
 New York,405,Brooklyn,Brooklyn 405,620,19.4,3.9,9.7,3.5,10.8,16.0,19.8,8.4,2.1,6.5,59500,66837
 New York,406,Brooklyn,Brooklyn 406,1200,11.5,5.4,15.3,13.4,7.2,13.8,12.3,11.3,3.6,6.3,44625,69848
 New York,407,Brooklyn,Brooklyn 407,0,0,0,0,0,0,0,0,0,0,0,0,0
 New York,408,Brooklyn,Brooklyn 408,1049,3.1,0.0,13.4,7.0,14.9,11.9,22.9,16.3,2.5,8.0,74635,85128
 New York,409,Brooklyn,Brooklyn 409,1314,12.2,1.8,19.3,6.3,12.1,16.4,11.2,17.1,2.5,1.1,49083,58469
 New York,410,Brooklyn,Brooklyn 410,727,9.8,4.7,16.5,9.6,10.5,21.9,8.7,9.2,7.2,2.1,49353,62766
 New York,411,Brooklyn,Brooklyn 411,1158,21.4,8.3,13.2,8.8,5.6,13.8,11.5,7.3,5.0,5.0,31250,65684
 New York,412,Brooklyn,Brooklyn 412,1025,4.7,6.0,13.9,6.0,9.9,13.0,4.5,17.3,9.8,15.1,65781,116878
 New York,413,Brooklyn,Brooklyn 413,1359,12.7,5.9,11.6,7.7,16.6,16.5,8.9,13.6,0.7,5.8,44119,69022
 New York,414.01,Brooklyn,Brooklyn 414.01,481,3.3,13.7,8.9,0.0,18.3,22.7,11.6,5.8,11.4,4.2,61705,80091
 New York,414.02,Brooklyn,Brooklyn 414.02,679,8.0,3.7,9.4,12.4,15.3,17.4,6.3,8.1,9.7,9.7,50787,100908
 New York,415,Brooklyn,Brooklyn 415,1261,11.3,2.2,8.6,7.2,13.2,14.4,10.9,21.8,4.7,5.6,66307,80954
 New York,416,Brooklyn,Brooklyn 416,698,3.3,10.7,11.6,9.7,7.0,23.1,6.4,15.2,2.1,10.7,58250,100229
 New York,417,Brooklyn,Brooklyn 417,1369,23.7,14.2,13.4,13.3,12.7,10.7,2.6,4.8,4.2,0.5,24596,38412
 New York,418,Brooklyn,Brooklyn 418,815,13.3,13.3,12.0,10.4,8.3,18.8,6.1,11.0,1.5,5.3,38375,64365
 New York,419,Brooklyn,Brooklyn 419,1273,8.2,13.2,9.9,6.6,19.2,18.1,7.1,11.9,2.9,2.7,43217,62371
 New York,420,Brooklyn,Brooklyn 420,525,10.3,8.6,7.2,6.5,15.6,8.4,13.9,17.7,5.5,6.3,55625,81680
 New York,421,Brooklyn,Brooklyn 421,1382,11.8,10.2,16.6,7.1,11.2,8.5,16.4,10.1,4.5,3.5,41855,60963
 New York,422,Brooklyn,Brooklyn 422,1061,2.3,5.0,12.4,11.8,13.3,12.4,17.2,9.1,7.8,8.7,61042,95923
 New York,423,Brooklyn,Brooklyn 423,1366,9.5,5.1,9.4,5.9,7.8,17.6,16.8,17.4,8.0,2.6,67262,74698
 New York,424,Brooklyn,Brooklyn 424,1231,6.7,8.6,10.5,3.7,20.2,17.0,3.4,15.6,10.2,4.1,50281,73878
